District,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobil,Contact Person,Working Sector
Kathmandu,श्रमजीवी महिला तथा बाल कल्याण परिषद,Labourious Women and Child Welfare Council,,New Baneswor,,,,,,,
Kathmandu,स्ट्याण्ड्स नेपाल,Stands Nepal,,Gusala Chowk,,,,,,,
Kathmandu,विश्व शान्तिका लागि युवा एकता,United Youth For World Peace,,New Baneswor,,,,,,,
Kathmandu,सुधारक नेपाल,The Reformer Nepal,,Dillibazar-32,,,,,,,
Kathmandu,वातावरण तथा समग्र विकास केन्द्र,Environment and Holistic Development Centre,,Battisputali-9,,,,,,,
Kathmandu,हिमाली जडीबुटी सरोकार समूह नेपाल,Himali Jadibuti Sarokoar Samuha,,Baneswor-34,,,,,,,
Kathmandu,पिछडिएका समुदाय बिकास केन्द्र,Backward Community Development Centre,,Sifal -7,,,,,,,
Kathmandu,मितेरी नेपाल,Friendship Nepal,,Koteswor-34,,,,,,,
Kathmandu,नेपाल सूचना प्रविधि मञ्च,Forum For Information Technology Nepal,,Bijulibazar,,,,,,,
Kathmandu,सहयोगी विकास समाज नेपाल,Helpful Development Society Nepal,,Koteswor,,,,,,,
Kathmandu,नेपाल विकास अभियान,Nepal Development Forum,,New Baneswor,2040373,,,,,,
Kathmandu,शान्ति सरोकार तथा विकाश मञ्च नेपाल,Nepal Peace Initiative and Development Forum,,Dharmapath,4245856,,,,,,
Kathmandu,आदिवासी जनजाती उत्थान केन्द्र,Indigenous/Nationality Upliftment Centre,,Tinkune,4497923-5539479,,,,,,
Kathmandu,समाज स्वावलम्बन केन्द्र नेपाल,Society Self Reliant Centre,,Bagbazar-31,,,,,,,
Kathmandu,"समुदाय, वातावरण तथा बाल विकास संघ","Organization For Community, Child and Environment  Development ",,Naxal,4416685,,,,,,
Kathmandu,कुमारी क्लब,Kumari Club,,"Tekusi, Balkhu-14",0977-1-4331219,,,,,,
Kathmandu,विकासकिय शिक्षा र अनुसन्धानको लागि सूत्र केन्द्र,Sutra Center For Development Education And Research,,Battisputali,,,,,,,
Kathmandu,एकिकृत हातेमालो समाज नेपाल,Society For Integrated Allied Nepal,,Ghattekulo,2004192,,,,,,
Kathmandu,कम्यूनिटी एक्सन नेपाल,Community Action Nepal,,Ktm-14,4720414-4720397,,,,,,
Kathmandu,शक्ति समूह,Shakti Samuha,,Ktm-7,,,sakatisamuh.nepal@gmail.com,,,,
Kathmandu,सहयोगी समाज नेपाल,Helping Society Nepal,,Ktm-14,4282699,,,,,,
Kathmandu,अधिकारमुखी विकास केन्द्र नेपाल,Rights Oriented Development Centre,,Ktm -5,4434758,,rodeo@lufoclub.com.np,,,,
Kathmandu,समता नेपाल,Samata Nepal,,Ktm,,,samatanepal@gmail.com,,,,
Kathmandu,साझेदारी नेपाल,Partnership Nepal,,Ktm-7,,,patnership@infoclub.com.np,,,,
Kathmandu,"ट्रस्ट मी, नेपाल (मलाई विश्वास गर, नेपाल)",Trust Me  Nepal ,,Buddhanagar,2044396,,,,,,
Kathmandu,नेपाल दलित मानवअधिकार संगठन,Dalit Human Rights Organization Nepal,,Ktm-3,4333622,,dhrnepal@yahoo.com,,,,
Kathmandu,बाल सुरक्षा तथा महिला सशक्तिकरण जनचेतना समाज नेपाल,Child Society and Women Em-powerment For public  Consciousness Society Nepal,,Ktm-14,4282699,,,,,,
Kathmandu,ग्रामीण पूर्वाधार विकास समूह ,Group For Rural Infrastructure Development ,,Kupandol,977-1-5550452/5553870,,,,,,
Kathmandu,शिक्षाको लागि हाम्रो सञ्जाल ,Our Network for  Education,,Ktm-29,,,anitastha@hotmail.com,,,,
Kathmandu,सामुदायिक सहयोग संगठन नेपाल (कोशान) ,Community Support Association Of  Nepal,,Ktm,4362910/4364044,,,,,,
Kathmandu,अनुसन्धान तथा विकास संघ नेपाल ,Research and Development Association Nepal,,Ktm,014376946-055521148,,,,,,
Kathmandu,साझेदारी विकास मञ्च ,Partnership Development Forum,,Ktm-35,9841519432,,partimapaudel@yahoo.com,,,,
Kathmandu,युवा कार्य नेपाल ,Youth Working Nepal,,"Ktm-7, Anamnagar",16215580,,bhawanamp@gmail.com,,,,
Kathmandu,लौन केही गरौँ ,Let's Do Something,,Ktm-9,9841321857,,malakharel@hotmail.com,,,,
Kathmandu,ध्रुवतारा बाल विकास समाज ,Dhurbatara Children Development Society,,Syuchatar-2,4285877,,dhrubatara@ntc.net.np,,,,
Kathmandu,नेपाल दैविक प्रकोप उद्धार संघ,Nepal Divine-Deliverance Association,,"Ktm-16, Balaju",12090565,,,,,,
Kathmandu,हिमाली सामुदायिक सहयोग समूह ,Himali Community Support Group,,Ktm-32,01-6211277,,sherup@info.com.np,,,,
Kathmandu,वातावरण संरक्षण केन्द्र ,Environment Preservation Centre,,Dhapasi-9,4464898,,epcnepal@hotmail.com,,,,
Kathmandu,विद्यार्थी स्याहार केन्द्र ,Student Care Centre,,Kapan-6,2003749,,,,,,
Kathmandu,आदिवासी विकास समाज नेपाल ,Society For Indigenous Development Nepal,,Jorpati-9,16209607,,banemhang@gmail.com,,,,
Kathmandu,सामाजिक सशक्तिकरणका लागि शैक्षिक अभियान नेपाल ,Educational Campagin for Social Empowerment Nepal,,Dillibazar-33,4429335,,info@ecasenepal.org.np,,,,
Kathmandu,महिला जागरण तथा दृश्य केन्द्र (वेभ),Women Awareness and Vision Centre,,"New Baneswor-10, Kath","4496944,  9841452334 ",,,,,,
Kathmandu,सामाजिक अनुसन्धान र सामाग्री विकासका लागि प्राज्ञिक मञ्च (एफो नेपाल),Academic Forum for Social Research and Materials Development,,"New Baneswor-10, Kath",,,,,,,
Kathmandu,समावेशी जागरण अभियान ,Comapagin For Inclusive Awareness ,,Ktm-35,9841506355,,eifa.org.@gmail.com,,,,
Kathmandu,नेपाल समता समाज ,Nepal Samata Society,,"Ktm-32, Anamnagar",,,,,,,
Kathmandu,बानलकल्याण तथा शान्ति समाज ,Child Welfare and Peace Society,,Ktm-35,4497637,,bhandari300@yahoo.com,,,,
Kathmandu,हिमाली साँस्कृतिक संरक्षण अभियान नेपाल ,Himali Culture Protection Campagin,,"Ktm-10, Shankhamul",017204712/071-237598,,hicaphepal@mos.com.np,,,,
Kathmandu,युवा जनजागरण अभियान समूह  ,Youth People Recreation Compagin Group,,Naya Pati-2,9841203021,,yujaasnepal@hotmail.com,,,,
Kathmandu,जनसंख्या महिला तथा वातावरणीय विकास संस्था ,"Population, Women and Environment Development Organization",,"Ktm-13, Bafal",4273792,,tiwari.narayani@gmail.com,,,,
Kathmandu,"स्वतन्त्रताको लागि विश्वव्यापी समन्वय, नेपाल ",Global Co-ordination for Freedom Nepal,,"Baneswor-34, Kath",2043212/4495780,,,,,,
Kathmandu,सामुदायिक हित समाज ,Community Welfare Society,,Dhumbarai-4,9841246266,,sharma_prabal2002@yahoo.com,,,,
Kathmandu,सामुदायिक स्वास्थ्य तथा वातावरण विकास केन्द्र ,Community Health and Environment Development Centre,,Gongabu-6,2170450,,,,,,
Kathmandu,एउटा नयाँ गाउँ नेपाल ,A New Village Nepal,,Chawahil-7,9741110856,,anvnepal@yahoo.com,,,,
Kathmandu,अनुसन्धान तथा विकास कार्यक्रम ,Research and Development Programme,,Ktm-29,,,,,,,
Kathmandu,"सामाजिक सकक्तिकरण तथा विकास मञ्च, नेपाल ","Social Empowement and Development Forum, Nepal",,Kalanki-14,9841392603,,seade_nepal@yahoo.com,,,,
Kathmandu,ग्रामीण जनउत्थान तथा सशक्तिकरण केन्द्र ,Rural People Enhancement and Empowement Centre,,Putalisadak-31,9841812038,,rajustha100@gmail.com,,,,
Kathmandu,अस्मि ,Asmi,,sinamangal-9,9841246266,,asmi883@yahoo.com,,,,
Kathmandu,बञ्चित समुदायका लागि सामाजिक कार्यक्रम ,Social Program for Deprived Community,,"Nayabazar, Kirtipur-16",9841261427,,spdcnepal@yahoo.com,,,,
Kathmandu,बालबालिका नवयुवक र युवा अभियान ,Children Adoiscents and Youth Movement ,,New Baneswor-16,4358386,,info@caym.nepal.org.np,,,,
Kathmandu,बाल सारथी ,Bal Sarathi,,Pingalasthan-9,16916582,,balsarathi@gmail.com,,,,
Kathmandu,सर्ग नेपाल ,Socragem Nepal,,Babarmahal-11,16208543,,sujata_scrg@hotmail.com,,,,
Kathmandu,संस्कृति अध्ययन संस्था नेपाल ,Institurion Of Cultural Affairs Nepal,,Subidhanagar-35,9841384032,,ica@icanepal.wlink.com.np,,,,
Kathmandu,एकिकृत विकास नेपाल ,Integrated Development Nepal,,Nayabazar,9841275572,,,,,,
Kathmandu,विकासका लागि काम ,Work for Development,,"Ktm-6, Mahankal",4468813 and 9741085438,,,,,,
Kathmandu,सोसाइटी फर चिल्ड्रन नेपाल,Society for Children Nepal,,"Ktm-32, Anamnagar",9851074508/ 015541136,,,,,,
Kathmandu,जनसरोकार नेपाल ,Public Concern Nepal,,"Ktm-34, Shantinagar",9841579052 and 4107743,,,,,,
Kathmandu,श्री चम्पादेवी क्षेत्र सुधार तथा व्यवस्थापन संस्था ,Shree Champadevi Area Reformed Management And Organization,,"Chalnakhel-3, Bosan",9841410253,,,,,,
Kathmandu,युवा विकास नेपाल ,Youth Development Nepal,,"Ktm-7, Chabahil",9801238504,,,,,,
Kathmandu,सामाजिक समानताका लागि स्वयम्सेवी पहल ,Volunteer's Initiative for Social Equality,,"Ktm-1, Nikhamsadak",9841420826 and 4413166,,,,,,
Kathmandu,संगित अनुसन्धान तथा विकास मञ्च नेपाल ,Music Research and Development Forum Nepal,,"Ktm-33, Dillibazar",9841367997,,,,,,
Kathmandu,जनसंख्या अध्ययन तथा व्यवस्थापन संघ ,Pupulation Studies and Management Federation,,"Ktm-3, Kirtipur",48620072,,,,,,
Kathmandu,नेपाल मानव कल्याण संगठन ,Nepal Human Welfare Organization,,"Ktm-34, Shantinagar",9841-688289 and 4496562,,,,,,
Kathmandu,युनिकर्न कल्याणकारी समाज नेपाल ,Unicorn Welfare Society Nepal,,New Baneswor-34,"4115735 and 9841-286820

",,,,,,
Kathmandu,स्वयमसेवी अभियान नेपाल ,Volunteer's Initiative Nepal,,"Ktm-16, Balaju",9851070477and 4362560,,,,,,
Kathmandu,महिला सिर्जनशील केन्द्र नेपाल  ,"Women Creative Centre, Nepal",,"Ktm-10, Sahavagimarg",9841666192,,,,,,
Kathmandu,नेपाल एच.आई.भि÷एड्स एलाइन्स ,Nepal HIV/ AIDS Alliance,,"Ktm-32, Anamnagar",9851047762 and 4102615,,,,,,
Kathmandu,राष्ट्रिय दलित महिला संघ नेपाल ,National Dalit FeministOrganication Nepal,,"Ktm-32, Anamnagar",9741168419/4434149,,,,,,
