Year,District,Region,Sector,NGOs Name
2050,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrit Samudayik Kalyan Kendra
2063,Kathmandu,"Central
Region","Community and Rural
Development","Ekikrit Samudayik Krishi Wikas
Kendra Nepal"
2065,Mahottari,"Central
Region","Community and Rural
Development",Ekikrit Samudayik Pariyojana
2058,Lalitpur,"Central
Region","Community and Rural
Development",Ekikrit Samudayik Sewa Kendra
2052,Panchathar,"Eastern
Region","Community and Rural
Development","Ekikrit Samudayik Shasaktikarana
Tatha Bikas Aviyan Samaj"
2061,Parbat,"Western
Region","Community and Rural
Development","Ekikrit Samudayik Shrot Bikas
Kendra"
2058,Nawalparasi,"Western
Region","Community and Rural
Development","Ekikrit Samudayik Swasthya Bikas
Sanstha"
2064,Kathmandu,"Central
Region","Community and Rural
Development","Ekikrit Sanchar Tatha Bikas Samaj
Nepal"
2051,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrit Sewa Bikas Kendra-Nepal
2059,Lalitpur,"Central
Region","Community and Rural
Development",Ekikrit Shahari Bikas Kendra
2064,Kaski,"Western
Region","Community and Rural
Development",Ekikrit Shrot Byabasthapan Kendra
2057,Kathmandu,"Central
Region","Community and Rural
Development","Ekikrit Shrot Byawasthapan
Pratishathan"
2053,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrit Shrot Prawardhan Kendra
2064,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrit Sirjanshil Samaj Nepal
2058,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrit Sthaniya Bikas Kendra
2066,Kaski,"Western
Region","Community and Rural
Development","Ekikrit Talim Tatha Gramin
Chetana"
2063,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrit Unnayan Samaj
2051,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrit Upbhokta Sangh
2054,Dhanusha,"Central
Region","Community and Rural
Development",Ekikrit Wikas Kendra
2054,Lalitpur,"Central
Region","Community and Rural
Development",Ekikrit Wikas Samaj
2053,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrit Wikas Sangh
2063,Parsa,"Central
Region","Community and Rural
Development","Ekikrit Wikas Tatha Anusandhan
Kendra Nepal"
2052,Kathmandu,"Central
Region","Community and Rural
Development","Ekikrita Samajik Santulan Bikas
Krayakram Nepal"
2051,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrita Samudayik Bikas Kendra
2051,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrita Samudayik Bikas Samaj
2051,Kathmandu,"Central
Region","Community and Rural
Development",Ekikrita Sewa Kendra
2051,Chitawan,"Central
Region","Community and Rural
Development","Ekikrith Batabaran Krishi Ra Samaj
Bikas Sanstha"
2052,Makwanpur,"Central
Region","Community and Rural
Development",Ekiritik Pariwar Kalyan Pariyojana
2063,Rupandehi,"Western
Region","Community and Rural
Development","Eklolai Sahara dine Brichha
Samuha"
2056,Kathmandu,"Central
Region","Community and Rural
Development",Ekrikit Abhiyan Nepal
2058,Chitawan,"Central
Region","Community and Rural
Development","Ekrikit Anusandhan Tatha Bikas
Karyakram"
2063,Kathmandu,"Central
Region","Community and Rural
Development",Ekta Foundation Nepal
2059,Kathmandu,"Central
Region","Community and Rural
Development",Elameli Samaj
2060,Kathmandu,"Central
Region","Community and Rural
Development",Elis Nepal
2064,Syangja,"Western
Region","Community and Rural
Development",Enarjetik Club
2055,Kathmandu,"Central
Region","Community and Rural
Development",Encyclopedia Nepal
2057,Kathmandu,"Central
Region","Community and Rural
Development","Engineer Sujan Babu Smriti
Pratishathan"
2063,Kathmandu,"Central
Region","Community and Rural
Development",Engineers Pilm Arkaibh
2065,Lalitpur,"Central
Region","Community and Rural
Development",Engineers Without Bothers Nepal
2064,Kathmandu,"Central
Region","Community and Rural
Development",Enjal Heman Nepal
2063,Kathmandu,"Central
Region","Community and Rural
Development",Enterface Nepal (Drisya Nepal)
2058,Lalitpur,"Central
Region","Community and Rural
Development",Epiculturest Haruko Network Nepal
2057,Dolakha,"Central
Region","Community and Rural
Development",Eriya Nepal Dolakha
2062,Kathmandu,"Central
Region","Community and Rural
Development",Esi Pratibha Mubhij
2066,Kailali,"Far Western
Region","Community and Rural
Development",Esthaniya Basinda Sewa
2066,Kathmandu,"Central
Region","Community and Rural
Development","Etihasik Janaandolan Ghaite Pidit
Samaj"
2058,Sunsari,"Eastern
Region","Community and Rural
Development",Etihasik Ramdhuni Sewa Samiti
2054,Lamjung,"Western
Region","Community and Rural
Development","Etihasik Smriti Tatha Prakritik
Sanrakshyana"
2059,Kathmandu,"Central
Region","Community and Rural
Development","Etihasik Tatha Sanskritik Sampada
Sangh"
2064,Kathmandu,"Central
Region","Community and Rural
Development",Euta Naya Gaun Nepal
2055,Kavre,"Central
Region","Community and Rural
Development",Everest Bahudeshya
2050,Dailekh,"Mid Western
Region","Community and Rural
Development",Everest Club
2053,Kathmandu,"Central
Region","Community and Rural
Development",Everest Club
2053,Kathmandu,"Central
Region","Community and Rural
Development",Everest Club of Nepal
2056,Saptari,"Eastern
Region","Community and Rural
Development",Everest Ekikrit Bikas Samaj
2050,Kathmandu,"Central
Region","Community and Rural
Development",Everest Foundation Nepal
2056,Kathmandu,"Central
Region","Community and Rural
Development","Everest Gramin Bikas Kendra
Nepal"
2058,Kathmandu,"Central
Region","Community and Rural
Development","Everest Kanuni Anusandhan
Parishad Nepal"
2056,Kathmandu,"Central
Region","Community and Rural
Development","Everest Manaw Adhikar Sangathan
Nepal"
2066,Kabhre,"Central
Region","Community and Rural
Development",Everest Mission Nepal
2064,Rautahat,"Central
Region","Community and Rural
Development",Everest Nepal
2064,Banke,"Mid Western
Region","Community and Rural
Development",Everest Nepal
2057,Kathmandu,"Central
Region","Community and Rural
Development",Everest Nepal Sanskritik Samuh
2060,Kathmandu,"Central
Region","Community and Rural
Development",Everest Sahayogi Samaj Nepal
,Kathmandu,"Central
Region","Community and Rural
Development",Everest Samajik Karyakata Sangh
,Lalitpur,"Central
Region","Community and Rural
Development",Everest Social Society
2064,Kathmandu,"Central
Region","Community and Rural
Development",Everest Society Nepal
2066,Solukhumbu,"Eastern
Region","Community and Rural
Development",Everest Unisco Club
2066,Kathmandu,"Central
Region","Community and Rural
Development",Everest Unsensered
2055,Solukhumbu,"Eastern
Region","Community and Rural
Development",Everest Yunesko Club
2063,Saptari,"Eastern
Region","Community and Rural
Development",Evergreen Social Service
2055,Kathmandu,"Central
Region","Community and Rural
Development",Exploras Nepal
2065,Lalitpur,"Central
Region","Community and Rural
Development",Explore International
2065,Lalitpur,"Central
Region","Community and Rural
Development",Expose Nepal
2066,Kabhre,"Central
Region","Community and Rural
Development",Eye Sumudayik Sanchar Kendra
2054,Dang,"Mid Western
Region","Community and Rural
Development",F.A.B.C.
,Taplejung,"Eastern
Region","Community and Rural
Development",Fadatanglung
2065,Dhanusha,"Central
Region","Community and Rural
Development",Fair Society Of Nepal
2065,Dhading,"Central
Region","Community and Rural
Development",Faith Foundation Nepal
2066,Kathmandu,"Central
Region","Community and Rural
Development",Faith Nepal
2066,Lalitpur,"Central
Region","Community and Rural
Development",Faktanglung Sanskritik Manch
,"Sindhupalcho
k","Central
Region","Community and Rural
Development",Falaful Bikas Samiti Bansawari
2061,Lalitpur,"Central
Region","Community and Rural
Development","Falaful Utpadak Kisan Sangh
Nepal"
2055,Dhanusha,"Central
Region","Community and Rural
Development",Falahul Musalemin
2065,Kathmandu,"Central
Region","Community and Rural
Development",Falkas Nepal
2055,Kathmandu,"Central
Region","Community and Rural
Development",Family Stofeel Foundations
2055,Kaski,"Western
Region","Community and Rural
Development",Family Volantear Assocition
2060,Kailali,"Far Western
Region","Community and Rural
Development",Far Benton United Service Society
2059,Baglung,"Western
Region","Community and Rural
Development","Farak Kshyamata Bhaekaharuko
Rashatraya Parishad Nepal"
2061,Dang,"Mid Western
Region","Community and Rural
Development","Farak Kshyamataka Lagi Khelakud
Tatha Boudhhik Bikas Samaj C"
2055,Lalitpur,"Central
Region","Community and Rural
Development",Farsidol Jagriti Samaj
2065,Kathmandu,"Central
Region","Community and Rural
Development",Fase Nepal
2062,Dolakha,"Central
Region","Community and Rural
Development",Faselung Samajik Sewa Nepal
2056,Dolakha,"Central
Region","Community and Rural
Development","Faskukhola Chulthe Fedi Sangu
Guthi"
2061,Banke,"Mid Western
Region","Community and Rural
Development",Fatibha Foundation Nepal
2063,Kavre,"Central
Region","Community and Rural
Development",Fayafulla Pragati Yuwa Club
2062,Kathmandu,"Central
Region","Community and Rural
Development",Fest Nepal
2061,Dhanusha,"Central
Region","Community and Rural
Development",Feth Nepal
2063,Lalitpur,"Central
Region","Community and Rural
Development",Fieldwork Foundation Nepal
2066,Lalitpur,"Central
Region","Community and Rural
Development",Fillters For Families nepal
2066,Kathmandu,"Central
Region","Community and Rural
Development",Finiz Nepal
2065,"Sindhupalcho
k","Central
Region","Community and Rural
Development",First Steps Nepal
2064,Lalitpur,"Central
Region","Community and Rural
Development",Flowerculcutre Association Nepal
2058,Kathmandu,"Central
Region","Community and Rural
Development",Focus And Nepal
2055,Kathmandu,"Central
Region","Community and Rural
Development",Focus Nepal
2066,Lalitpur,"Central
Region","Community and Rural
Development","Fohar Maila Byabasthapan Tatha
Tol Sudhar Samiti"
2064,Kathmandu,"Central
Region","Community and Rural
Development","Fokal International for Child
Education"
2060,Bhaktapur,"Central
Region","Community and Rural
Development",Fokas Nepal
2053,Kavre,"Central
Region","Community and Rural
Development",Fokus Nepal
2064,Kathmandu,"Central
Region","Community and Rural
Development","Foram for Equitable Development
Sport"
2054,Chitawan,"Central
Region","Community and Rural
Development","Forum Far Rular Welfaer And
Agricultue Reform"
2066,Bara,"Central
Region","Community and Rural
Development",Forum For Social Empowerment
2058,Kathmandu,"Central
Region","Community and Rural
Development",Forum Nepal Kathmandu
2064,Kathmandu,"Central
Region","Community and Rural
Development",Fos Nepal Samudaya
2065,Kathmandu,"Central
Region","Community and Rural
Development","Foundation For Economic And
Social Development"
2065,Kathmandu,"Central
Region","Community and Rural
Development",Foundation Nepal
2060,Lalitpur,"Central
Region","Community and Rural
Development",Foundation Nepalaya
2063,Lalitpur,"Central
Region","Community and Rural
Development",Four Is Group Nepal
2056,Parsa,"Central
Region","Community and Rural
Development",Fourstar Pobilc Club
2063,Kathmandu,"Central
Region","Community and Rural
Development",Franc Nepal Ekabadhhata
2064,Dhanusha,"Central
Region","Community and Rural
Development",Freedom Nepal
2062,Kailali,"Far Western
Region","Community and Rural
Development",Frendas Club
2058,Parsa,"Central
Region","Community and Rural
Development",Frendas Club of  Biraganj
2063,Sunsari,"Eastern
Region","Community and Rural
Development",Frendaship Nepal
2063,Kathmandu,"Central
Region","Community and Rural
Development",Frends of Remote Area
2063,Lalitpur,"Central
Region","Community and Rural
Development",Frens Fand Nepal
2057,Kathmandu,"Central
Region","Community and Rural
Development",Friend Of Society
2057,Rupandehi,"Western
Region","Community and Rural
Development","Friends  Service Council Nepal
Rupandehi"
2056,Dhading,"Central
Region","Community and Rural
Development",Friends Bulajim Center
2065,Rautahat,"Central
Region","Community and Rural
Development",Friends Club
2055,Gulmi,"Western
Region","Community and Rural
Development",Friends Club Of Gulmi Tamaghas
2063,Kathmandu,"Central
Region","Community and Rural
Development",Friends of Himalayan
2049,Kathmandu,"Central
Region","Community and Rural
Development",Friends Of Sankhu
2053,Kathmandu,"Central
Region","Community and Rural
Development","Friends Of Sindhu (Sindhasko
Sathi)"
2065,Kathmandu,"Central
Region","Community and Rural
Development",Friends Of Singla Organisation
2057,Solukhumbu,"Eastern
Region","Community and Rural
Development",Friends of Solukhumbu
2060,Kathmandu,"Central
Region","Community and Rural
Development",Friends Of The  Bagmati
2058,Kathmandu,"Central
Region","Community and Rural
Development","Friends Of World Pupils Of
Nepalies"
2051,Lalitpur,"Central
Region","Community and Rural
Development",Friends Service Council Nepal
2061,Sarlahi,"Central
Region","Community and Rural
Development",Ful Prakas Samaj Sewa Samiti
2053,Dhading,"Central
Region","Community and Rural
Development",Fulakhark Nayaa Samaj
2065,Rolpa,"Mid Western
Region","Community and Rural
Development",Fulbari Samaj Kalyan Sanstha
2052,Khotang,"Eastern
Region","Community and Rural
Development",Fulbari Samaj Sewa Nepal
2065,Mugu,"Mid Western
Region","Community and Rural
Development",Fulbari Samudayik Bikas Kendra
2064,Kailali,"Far Western
Region","Community and Rural
Development",Fulbari Unesko Club
2065,Lalitpur,"Central
Region","Community and Rural
Development",Fuldip Sunuwar Smriti Kosh Samiti
2064,Kathmandu,"Central
Region","Community and Rural
Development","Fulkumari Mahato Smriti Samaj
Sewa Guthi"
2049,"Sindhupalcho
k","Central
Region","Community and Rural
Development",Fulpingkot Samudaik Club
2055,Tanahu,"Western
Region","Community and Rural
Development",Furlang Samudayik BNikas Samuh
2054,Dhading,"Central
Region","Community and Rural
Development",Furma Rigajin Golpa
2063,Ramechhap,"Central
Region","Community and Rural
Development",Fusheshwar Nepal Dalit Sangh
2063,Kathmandu,"Central
Region","Community and Rural
Development",Futawal Sangrahalaya Nepal
2064,Makwanpur,"Central
Region","Community and Rural
Development",Future Nepal
2052,Kathmandu,"Central
Region","Community and Rural
Development",Future Star Club
2064,Kathmandu,"Central
Region","Community and Rural
Development",Future Village Nepal
2061,Kathmandu,"Central
Region","Community and Rural
Development",Gadatola Samaj Nepal
2063,Tanahu,"Western
Region","Community and Rural
Development",Gadhi Masryagdi Club
2064,Rautahat,"Central
Region","Community and Rural
Development","Gadi Mai Utpidit Uthan tatha Jan
Chetna Bikas Kendra Nepal"
2066,Parsa,"Central
Region","Community and Rural
Development",Gadimai Samudayik Bikas Sanstha
2054,Kathmandu,"Central
Region","Community and Rural
Development",Gagal Gau Sudhar Sewa Samiti
2058,Kathmandu,"Central
Region","Community and Rural
Development",Gagal Samaj Kendra
2061,Kathmandu,"Central
Region","Community and Rural
Development","Gagal Samudayik Samanwaya
Sangh"
2053,Kathmandu,"Central
Region","Community and Rural
Development",Gaganhiti Tol Sudhar Samiti
2064,Doti,"Far Western
Region","Community and Rural
Development",Gahanan Bikas Chhetra
2054,Syangja,"Western
Region","Community and Rural
Development",Gahrai Kalika Sewa Sadan
2061,Kaski,"Western
Region","Community and Rural
Development","Gaighat Kshyetra Bikas Matri
Shaktti Samiti"
