District,Zone,Geographical Region,Development Region,NGO Name in Nepali,NGO Name in English,Acronym,Address,Telephone No.,Fax No.,Email,Website,Office Mobile No.,Contact Person,Working Sector
Okhaldhunga,Sagarmatha,Hill,Eastern,श्री कालिकादेवी वहुउद्देश्यीय यूवा समाज ,Shree Kalika Devi Multiple  Youth Society,,Pokhare-4,,,,,,,
Okhaldhunga,Sagarmatha,Hill,Eastern,असल शासन जिल्ला समन्वय समिति ,Good Governance Club District Co-ordination Committee,,vairabtol-6,,,,,,,
Okhaldhunga,Sagarmatha,Hill,Eastern,सयपत्री संस्था ,Saypatri Shatha,,,,,,,,,
Okhaldhunga,Sagarmatha,Hill,Eastern,नव नयन विकास समाज ,Naba Nayan Development Society,,Phediguru-2,,,,,,,
Panchthar,Mechi,Hill,Eastern,मानव अधिकार चेतना र विकास केन्द्र,Human Rights Conciousness and Development Centre,,"Phidim-1,Bhanumarga",,,hucodec@yahoo.com,,9742601823,Prem Ojha,Human Rights
Panchthar,Mechi,Hill,Eastern,ग्रामिण शिक्षा एवं सचेतना समुह,Rural Education and Awareness Group,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,अनौपचारीक क्षेत्र सरोकार मञ्च,Informal Area Concern Forum,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,सामाजिक सेवा युवा संघ,Social Service Youth Organization,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,विकास परिवर्तनका लागि महिला आधार,Bikas Pariwrtanka lagi Mahila Aadhar,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,इन्द्रावती समाज सेवा परिषद,Indrawati Social Service Council,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,अमरपुर युवा बिकास मञ्च,Amarpur Youth Development Forum ,,Amarpur-4,,,,,9742611938,Indra Narayan Dhakal,"Social Mobilization, Income generation"
Panchthar,Mechi,Hill,Eastern,ग्रामिण जागरण समाज,Village Awareness Society,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,कावेली महिला बिकास केन्द्र,Kabeli Women Development Centre,,Amarpur-6,,,,,,,
Panchthar,Mechi,Hill,Eastern,दुर्दिम्बा जनचेतना समूह,Durdimba Public Awareness Group,,Durdimaba-4,,,,,,Ganga Karki,
Panchthar,Mechi,Hill,Eastern,ग्रामीण बिकास संस्था,Rural Development Organization,,Bharapa-2,,,,,,,
Panchthar,Mechi,Hill,Eastern,सृजनशील सामाजिक कल्याण मञ्च,Creative Social Welfare Forum,,"Tharpu-2, Medibung",,,,,,,
Panchthar,Mechi,Hill,Eastern,माउण्ट भ्याली युथ क्लब,Mount Valley Youth Club,,Limba-7,,,,,,,
Panchthar,Mechi,Hill,Eastern,ग्रामीण बिकास तथा जनचेतना जागरण समाज,Rural Development and  People Awareness Society,,Phidim-1,,,,,,Ganga Parsad Khanal,
Panchthar,Mechi,Hill,Eastern,रेडस्टार क्लब,Red Star Club,,Ngai-2,,,,,,,
Panchthar,Mechi,Hill,Eastern,प्रमिसुल संस्था,Pramisul Organization,,Phidim-1,,,,,,Mitra Kafle,
Panchthar,Mechi,Hill,Eastern,ग्रामिण कानुनी साक्षरता एवं सचेतन समूह,Rural Liqel Literacy and Awarress Group,,Phidim-1,,,,,,Gyan Bahadur Dahal,
Panchthar,Mechi,Hill,Eastern,जागृती समाज विकास समुह,Jagrit Socail Development Group,,Phidim-5,,,,,,,
Panchthar,Mechi,Hill,Eastern,नारी बिकास संघ,Women Development Organization,,Phidim-1,,,,,,Sabita Raut,
Panchthar,Mechi,Hill,Eastern,बहुमुखी यूवा बिकास केन्द्र,Multiply Youth Development Centre,,Phidim,,,,,,,
Panchthar,Mechi,Hill,Eastern,पहाडी समाज बिकास केन्द्र,Hilly Social Development Centre,,"Durdimaba-6, Now Phidim",,,,,,Bipendra Gautam,
Panchthar,Mechi,Hill,Eastern,पाथिभरा दलित उत्थान समूह,Pathivara Dalit up Group,,Phidim-1,,,,,,Rajendra Rasaili,
Panchthar,Mechi,Hill,Eastern,बैकल्पिक उर्जा बिकास केन्द्र,Alternative Energy Development Centre,,"Phidim-1, Panchthar",,,aedcpanchthar@gmail.com,,9842645033,Kamal Bd Chemjong,"Alternative energy, Drinking water, Sanitation"
Panchthar,Mechi,Hill,Eastern,नव ज्योती युवा क्लब,Nava Jyoti Youth Club,,Jharapa-7,,,,,,,
Panchthar,Mechi,Hill,Eastern,सेतो गुराँस बाल विकास सेवा,Seto Gurans Child Drvelopment Centre,,Phidim-1,,,,,,Jaya Prasad Rijal,
Panchthar,Mechi,Hill,Eastern,पाँचथर अपाङ्ग सेवा संघ,Panchthar Handicapped Service Organization,,Phidim-1,,,,,,Bina Niroula,
Panchthar,Mechi,Hill,Eastern,वि.पी. कोइराला स्मृति प्रतिष्ठान,B.P. Koirala Memorial Trust,,Phidim-1,,,,,,Shyam Parajuli,
Panchthar,Mechi,Hill,Eastern,ग्रामिण सेवा केन्द्र,Rural Service Centre,,Phidim-1,,,,,,Krishna Prasad Neupane,
Panchthar,Mechi,Hill,Eastern,वातावरण संरक्षण कार्यक्रम नेपाल ,Environment Protection Program Nepal,,Phidim-1,,,,,,Pangbir Keruna,
Panchthar,Mechi,Hill,Eastern,गाउँले वातावरण विकास क्लब पाँचथर ,Village Environment Development Club,,"Phidim-1, Panchthar",,,mckanchan2006@yahoo.com,,9741053907,Chhabi Baskota,"Environment,  Sanitation, Agriculture, herbs,Income Generation"
Panchthar,Mechi,Hill,Eastern,हरियाली समाज सेवा क्लब,Hariyali Social Service Club,,Ranitar-4,,,,,,Janardhan Baskota,
Panchthar,Mechi,Hill,Eastern,कञ्चन आमा समूह,Kanchan Mothers Group,,Phidim-1,,,mekanchan2006@yahoo.com,,9742602518,Balkumari Shrestha,
Panchthar,Mechi,Hill,Eastern,नेपाल जनउद्धार संघ,Nepal Janauddhar Association,,"Sunaghava, Panchthar",,,vcpnja@yahoo.com,,9742611804,Bal Krishna Ojha,"Health, Education"
Panchthar,Mechi,Hill,Eastern,उत्पीडित दलित जातीय विकास मंच,Oppressed Dalit Caste Development Forum,,Phidim-1,,,,,,Bhawani Shankar,
Panchthar,Mechi,Hill,Eastern,पूर्व समाज सेवी संघ,Organiztin of Eastern Social Service ,,Subhang,,,,,,,
Panchthar,Mechi,Hill,Eastern,समाज सुधार समूह,Social Improvement Group,,Panchami-8,,,,,,Laya Prasad Sangrula,
Panchthar,Mechi,Hill,Eastern,पाँचथर समाज कल्याण केन्द्र,Panchthar Social Welfare Centre,,Aangrasang,,,,,,Indra Pd. Aangdembe,
Panchthar,Mechi,Hill,Eastern,जन जागरण युवा मञ्च ,Public Welfare Youth Forum,,Phakte-6,,,,,,,
Panchthar,Mechi,Hill,Eastern,पाँचथर कानून सेवा समाज,Panchthar Law Service Society,,Phidim-1,,,,,,Sarmand Sigdel,
Panchthar,Mechi,Hill,Eastern,सिद्धि बिनायक समूह,Siddhi Binayak Group,,Subhang,,,,,,,
Panchthar,Mechi,Hill,Eastern,प्रगतिशील सामाजिक चेतना क्लब,Progressive Social Awareness Club,,,,,,,,,
Panchthar,Mechi,Hill,Eastern,नमूना युवा क्लब,Namuna Youth Club,,,,,,,,,
Panchthar,Mechi,Hill,Eastern,सूर्योदय समाज सेवा क्लब,Suryodaya Social Service Club,,Subhang,,,,,,Purnya Sedhai,
Panchthar,Mechi,Hill,Eastern,इन्द्रेणी युवा क्लब,Indreni Youth Club,,Subhang,,,,,,Puspa Khanal,
Panchthar,Mechi,Hill,Eastern,हेल्पीङ्ग ह्याण्ड्स नेपाल,Helping Hands Nepal,,Phidim-1,,,,,,Iswari Pd. Timalisina,
Panchthar,Mechi,Hill,Eastern,अफ्ठ्यारे आगेजुङ्ग चिया कृषक समूह,Farmers' Group of Afathyare Aangejung Tea,,,,,,,,,
Panchthar,Mechi,Hill,Eastern,तुम्बेवा क्लब,Tumbewa Club,,Olane-6,,,,,,,
Panchthar,Mechi,Hill,Eastern,पाँचथर लघु जल विद्युत उद्यमी संघ,Panchthar Micro- Hydro Entrepreneurs Association,,Phidim-1,,,,,,Chhabi Baskota,
Panchthar,Mechi,Hill,Eastern,शान्ति र प्रजातन्त्रको लागि मानव अधिकार तथा द्वन्द विश्लेषण समाज (हुक्यापड्स) नेपाल,Human Rights and Conflict Analysis Society for Peace and Democracy Society,,Phidim-1,,,,,,Gopal Pd. Dhungana,
Panchthar,Mechi,Hill,Eastern,विरेन्द्र स्मृति क्लब,Birendra Memorial Club,,Phidim,,,,,,,
Panchthar,Mechi,Hill,Eastern,सामुदायिक कानुनी स्रोत केन्द्र,Community Legal Resource Centre,,Phidim-1,,,,,,Dala Pd. Chemjong,
Panchthar,Mechi,Hill,Eastern,वातावरण संरक्षण र विकास मञ्च,Environment Protection and Development Forum,,Phidim-1,,,,,,Dala Pd. Chemjong,
Panchthar,Mechi,Hill,Eastern,संरक्षण तथा विकास मञ्च नेपाल,Protection and Development Forum Nepal,,Phidim-1,,,,,,Aindra Thapa,
Panchthar,Mechi,Hill,Eastern,"सृजनात्मक चेतना र विकास केन्द्र, नेपाल",Creative Awareness and Devleopment Centre,,Syabrumaba-6,,,,,,,
Panchthar,Mechi,Hill,Eastern,आदिवासी जनजाति उत्थान केन्द्र,Indigenous Nationalities Upliftment Centre,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,महिला सशक्तिकरण समूह,Women Empowerment Group,,Phidim-1,,,,,,Sabitri Gurung,
Panchthar,Mechi,Hill,Eastern,संयुक्त सामाजिक मुक्ती तथा सम्मान प्रतिष्ठान केन्द्र,Joint Social Honour and Freedom Foundation Center,,Phidim-1,,,,,,Laxmi Sunar,
Panchthar,Mechi,Hill,Eastern,युवा प्रतिभा तथा वाल विकास केन्द्र,Youth Talancy And Child Development Center,,Phidim-1,,,,,,Kumar Ojha,
Panchthar,Mechi,Hill,Eastern,मानव श्रोत विकास केन्द्र,Human Resource  Development Centre,,Panchami-6,,,,,,,
Panchthar,Mechi,Hill,Eastern,महिला कल्याण समाज,Women Welfare Society,,"Phidim-1, Panchthar",,,mckanchan2006@yahoo.com,,9742605608,Madhu Jawagu,"Health, Education"
Panchthar,Mechi,Hill,Eastern,सिरिजंगा ग्रामीण केन्द्र,SiriJanga Rural Centre,,Asrang,,,,,,Puran Kumar Sherma Limbu,
Panchthar,Mechi,Hill,Eastern,संगम सामुदायिक समिति,Sangam Community Committee,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,श्री दिपज्योती युवा क्लव,Shree Deep Jyoti Youth Club,,"Sidin-1, Panchthar",,,djycpanchthar@gmail.com,,9752605215,Surendra Kumar Rai,"Environment, Livelihood, Awareness"
Panchthar,Mechi,Hill,Eastern,फाक्तेप सामुदायिक विकास केन्द्र,Phaktep Community Development Centre,,Phaktel-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,वौद्धिक विकास केन्द्र नेपाल,Bauddhik Bikas Kendra,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,शिवा फ्रेण्ड सीप ,Shiva Friendship,,Shiva-1,,,,,,Gopi Krishan Tumbrok,
Panchthar,Mechi,Hill,Eastern,जनजागरण अभियान तथा विकास मञ्च नेपाल ,Public Awareness and Development Fourm Nepal,,Phaktel-5,,,,,,Surya Chemjonga,
Panchthar,Mechi,Hill,Eastern,सिमसार संरक्षण विकास संस्था ,Simsar Protecation Development Association,,Chilingding-6,,,,,,Dipen Chemjonga,
Panchthar,Mechi,Hill,Eastern,युवा उर्जा नेपाल ,Youth Energy Nepal,,Aangsarang-1,,,,,,Gyanu Rijal,
Panchthar,Mechi,Hill,Eastern,सिर्जना युवा क्लब,Srijana Youth Club,,Sidin-2,,,,,,,
Panchthar,Mechi,Hill,Eastern,त्रिबेणी समाज कल्याण समूह ,Triveni Social Welfare Group,,Hanggum-7,,,,,,,
Panchthar,Mechi,Hill,Eastern,ग्रामीण पूर्वाधार विकास तथा सीप अभिवृद्धि सहयोग केन्द्र ,Rural Infrainstructure Development and Skill Empowerment Aid Center,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,सेभ द प्लानेट मिसन २०२०,Save The Planet Mission 2020 Nepal,,"Phidim-1, Panchthar",,,info@mission2020nepal.org,,9742601348,Yadav Bhandari,Environment
Panchthar,Mechi,Hill,Eastern,ग्रामीण संरक्षण विकास कार्यक्रम नेपाल ,Village Defense Devlopment Program Nepal,,Phidim-3,,,,,,,
Panchthar,Mechi,Hill,Eastern,शान्तिदिप युवा क्लब ,Shantideep Youth Club,,Lungrupa-1,,,,,,Gajendra Rai,
Panchthar,Mechi,Hill,Eastern,सामाजिक विकास तथा सिर्जनशील युवा समन्वय संगठन ,Social Development and Creative Youth Co-ordination Association,,Panchami-3,,,,,,,
Panchthar,Mechi,Hill,Eastern,मानव तथा जैविक विविधता मञ्च ,Human and Bio- Diversity Enricbment Forum ,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,एभरेष्ट युवा क्लब लिम्बा ,Everest Youth Club Limba,,Limba-4,,,,,,,
Panchthar,Mechi,Hill,Eastern,वातावरण संरक्षण युवा चेतना तथा विकास मञ्च  ,Emvironment Conservation Youth Consious and Development Forum,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,नेपाल महिला कल्याण समाज ,Nepal Women Welfare Society,,Nawamidanda,,,,,,,
Panchthar,Mechi,Hill,Eastern,सिद्ध फाल्गुनन्द समाज सुधार समूह ,Siddha Phalgunanda Improvement Society Group,,Bharapa-2,,,,,,,
Panchthar,Mechi,Hill,Eastern,क्षितिज नाट्याशाला ,Kshitiz Drama Manch,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,पाँचथर सामाजिक सेवा केन्द्र ,Panchthar Social Service Centre,,Phidim-1,,,,,,,
Panchthar,Mechi,Hill,Eastern,लिम्बु भाषा विकास संस्था ,Limbu Language Development Association,,"Phidim-1, Panchthar",,,lilda@ntc.net.np,,9752607379,Dilendra Subba,"Education, income generation, "
Panchthar,Mechi,Hill,Eastern,राष्ट्रिय जैविक विविधता अध्ययन तथा पर्यटन विकास केन्द्र नेपाल,National BioDiversity Research and Tourism Development Centre Nepal,,Phidim-1,,,nbratdenepal_2010@yahoo.com,,,,
Panchthar,Mechi,Hill,Eastern,दिपज्योति नेपाल ६९ नारी समाज ,Deepjyoti Nepal 69 Nari Samaj,,"Phidim-1, Panchthar",,,,,9742603344,Tulasi Loba Lumbu,"Empowerment, Agriculture"
Panchthar,Mechi,Hill,Eastern,नमुना बाल तथा युवा क्लव,Namuna Child and Youth Club,,Phidim-1,,,sijanak@gmail.com,,,,
Panchthar,Mechi,Hill,Eastern,मेलमिलाप सेवा केन्द्र नेपाल ,Mediation Service Centre Nepal,,"Phidim-1, Panchthar",,,chhabibaskota@gmail.com,,9741053907,Chhabi Baskota,"peace, Peace Making"
Panchthar,Mechi,Hill,Eastern,ताकन्देन किराँत माङ्युक्नादेन मिक्लाजोङ्ग पर्यटकीय किराँत–स्वर्गीक तिर्थ स्थल मिक्लाजोङ्ग ,"Tourism Kirat Heavenly Shrine Miklajong Limba Panchthar, Arun-Eastern",,Limba-8,,,,,,,
Panchthar,Mechi,Hill,Eastern,पाँचथर वातावरण संरक्षण तथा विकास केन्द्र ,Panchthar Environment Conservation and Development Forum,,"Phidim-1, Panchthar",,,,,9741068213,Yubraj Dhungel,"Health, Employment, Agriculture, "
